,,,,
area_name,area_code,date,new_cases,total_cases
Hammersmith and Fulham,E09000013,2020-07-19,0,762
Haringey,E09000014,2020-07-19,2,777
Harrow,E09000015,2020-07-19,0,1291
Havering,E09000016,2020-07-19,1,967
Hillingdon,E09000017,2020-07-19,0,1130
Hounslow,E09000018,2020-07-19,2,1090
Islington,E09000019,2020-07-19,0,567
Kensington and Chelsea,E09000020,2020-07-19,1,569
Kingston upon Thames,E09000021,2020-07-19,0,746
Lambeth,E09000022,2020-07-19,1,1379
Lewisham,E09000023,2020-07-19,1,1218
Merton,E09000024,2020-07-19,0,950
Newham,E09000025,2020-07-19,1,1306
Redbridge,E09000026,2020-07-19,3,1141
Richmond upon Thames,E09000027,2020-07-19,0,542
Southwark,E09000028,2020-07-19,1,1463
Sutton,E09000029,2020-07-19,2,1012
Tower Hamlets,E09000030,2020-07-19,3,838
Waltham Forest,E09000031,2020-07-19,2,1039
Wandsworth,E09000032,2020-07-19,1,1184
Westminster,E09000033,2020-07-19,2,802
Barking and Dagenham,E09000002,2020-07-20,2,724
Barnet,E09000003,2020-07-20,2,1634
Bexley,E09000004,2020-07-20,4,1082
Brent,E09000005,2020-07-20,3,1756
Bromley,E09000006,2020-07-20,2,1527
Camden,E09000007,2020-07-20,0,707
Croydon,E09000008,2020-07-20,2,1870
Ealing,E09000009,2020-07-20,9,1588
Enfield,E09000010,2020-07-20,0,1206
Greenwich,E09000011,2020-07-20,0,963
Hackney and City of London,E09000012,2020-07-20,13,895
Hammersmith and Fulham,E09000013,2020-07-20,3,765
Haringey,E09000014,2020-07-20,3,780
Harrow,E09000015,2020-07-20,4,1295
Havering,E09000016,2020-07-20,6,973
Hillingdon,E09000017,2020-07-20,3,1133
Hounslow,E09000018,2020-07-20,4,1094
Islington,E09000019,2020-07-20,2,569
Kensington and Chelsea,E09000020,2020-07-20,2,571
Kingston upon Thames,E09000021,2020-07-20,1,747
Lambeth,E09000022,2020-07-20,4,1383
Lewisham,E09000023,2020-07-20,4,1222
Merton,E09000024,2020-07-20,4,954
Newham,E09000025,2020-07-20,1,1307
Redbridge,E09000026,2020-07-20,1,1142
Richmond upon Thames,E09000027,2020-07-20,1,543
Southwark,E09000028,2020-07-20,5,1468
Sutton,E09000029,2020-07-20,1,1013
Tower Hamlets,E09000030,2020-07-20,4,842
Waltham Forest,E09000031,2020-07-20,2,1041
Wandsworth,E09000032,2020-07-20,3,1187
Westminster,E09000033,2020-07-20,2,804
Barking and Dagenham,E09000002,2020-07-21,2,726
Barnet,E09000003,2020-07-21,2,1636
Bexley,E09000004,2020-07-21,0,1082
Brent,E09000005,2020-07-21,6,1762
Bromley,E09000006,2020-07-21,0,1527
Camden,E09000007,2020-07-21,0,707
Croydon,E09000008,2020-07-21,1,1871
Ealing,E09000009,2020-07-21,0,1588
Enfield,E09000010,2020-07-21,1,1207
Greenwich,E09000011,2020-07-21,4,967
Hackney and City of London,E09000012,2020-07-21,11,906
Hammersmith and Fulham,E09000013,2020-07-21,1,766
Haringey,E09000014,2020-07-21,2,782
Harrow,E09000015,2020-07-21,4,1299
Havering,E09000016,2020-07-21,6,979
Hillingdon,E09000017,2020-07-21,2,1135
Hounslow,E09000018,2020-07-21,2,1096
Islington,E09000019,2020-07-21,3,572
Kensington and Chelsea,E09000020,2020-07-21,3,574
Kingston upon Thames,E09000021,2020-07-21,2,749
Lambeth,E09000022,2020-07-21,4,1387
Lewisham,E09000023,2020-07-21,2,1224
Merton,E09000024,2020-07-21,1,955
Newham,E09000025,2020-07-21,1,1308
Redbridge,E09000026,2020-07-21,2,1144
Richmond upon Thames,E09000027,2020-07-21,1,544
Southwark,E09000028,2020-07-21,1,1469
Sutton,E09000029,2020-07-21,5,1018
Tower Hamlets,E09000030,2020-07-21,8,850
Waltham Forest,E09000031,2020-07-21,2,1043
Wandsworth,E09000032,2020-07-21,2,1189
Westminster,E09000033,2020-07-21,1,805
Barking and Dagenham,E09000002,2020-07-22,3,729
Barnet,E09000003,2020-07-22,7,1643
Bexley,E09000004,2020-07-22,5,1087
Brent,E09000005,2020-07-22,9,1771
Bromley,E09000006,2020-07-22,1,1528
Camden,E09000007,2020-07-22,1,708
Croydon,E09000008,2020-07-22,3,1874
Ealing,E09000009,2020-07-22,6,1594
Enfield,E09000010,2020-07-22,1,1208
Greenwich,E09000011,2020-07-22,4,971
Hackney and City of London,E09000012,2020-07-22,5,911
Hammersmith and Fulham,E09000013,2020-07-22,4,770
Haringey,E09000014,2020-07-22,4,786
Harrow,E09000015,2020-07-22,0,1299
Havering,E09000016,2020-07-22,1,980
Hillingdon,E09000017,2020-07-22,2,1137
Hounslow,E09000018,2020-07-22,3,1099
Islington,E09000019,2020-07-22,1,573
Kensington and Chelsea,E09000020,2020-07-22,2,576
Kingston upon Thames,E09000021,2020-07-22,0,749
Lambeth,E09000022,2020-07-22,4,1391
Lewisham,E09000023,2020-07-22,0,1224
Merton,E09000024,2020-07-22,0,955
Newham,E09000025,2020-07-22,2,1310
Redbridge,E09000026,2020-07-22,1,1145
Richmond upon Thames,E09000027,2020-07-22,1,545
Southwark,E09000028,2020-07-22,5,1474
Sutton,E09000029,2020-07-22,2,1020
Tower Hamlets,E09000030,2020-07-22,3,853
Waltham Forest,E09000031,2020-07-22,0,1043
Wandsworth,E09000032,2020-07-22,1,1190
Westminster,E09000033,2020-07-22,0,805
Barking and Dagenham,E09000002,2020-07-23,2,731
Barnet,E09000003,2020-07-23,4,1647
Bexley,E09000004,2020-07-23,4,1091
Brent,E09000005,2020-07-23,3,1774
Bromley,E09000006,2020-07-23,1,1529
Camden,E09000007,2020-07-23,2,710
Croydon,E09000008,2020-07-23,0,1874
Ealing,E09000009,2020-07-23,2,1596
Enfield,E09000010,2020-07-23,1,1209
Greenwich,E09000011,2020-07-23,3,974
Hackney and City of London,E09000012,2020-07-23,3,914
Hammersmith and Fulham,E09000013,2020-07-23,1,771
Haringey,E09000014,2020-07-23,1,787
Harrow,E09000015,2020-07-23,1,1300
Havering,E09000016,2020-07-23,5,985
Hillingdon,E09000017,2020-07-23,2,1139
Hounslow,E09000018,2020-07-23,2,1101
Islington,E09000019,2020-07-23,2,575
Kensington and Chelsea,E09000020,2020-07-23,0,576
Kingston upon Thames,E09000021,2020-07-23,1,750
Lambeth,E09000022,2020-07-23,3,1394
Lewisham,E09000023,2020-07-23,3,1227
Merton,E09000024,2020-07-23,2,957
Newham,E09000025,2020-07-23,4,1314
Redbridge,E09000026,2020-07-23,2,1147
Richmond upon Thames,E09000027,2020-07-23,2,547
Southwark,E09000028,2020-07-23,2,1476
Sutton,E09000029,2020-07-23,3,1023
Tower Hamlets,E09000030,2020-07-23,4,857
Waltham Forest,E09000031,2020-07-23,2,1045
Wandsworth,E09000032,2020-07-23,2,1192
Westminster,E09000033,2020-07-23,2,807
Barking and Dagenham,E09000002,2020-07-24,0,731
Barnet,E09000003,2020-07-24,2,1649
Bexley,E09000004,2020-07-24,2,1093
Brent,E09000005,2020-07-24,6,1780
Bromley,E09000006,2020-07-24,0,1529
Camden,E09000007,2020-07-24,1,711
Croydon,E09000008,2020-07-24,1,1875
Ealing,E09000009,2020-07-24,3,1599
Enfield,E09000010,2020-07-24,1,1210
Greenwich,E09000011,2020-07-24,2,976
Hackney and City of London,E09000012,2020-07-24,7,921
Hammersmith and Fulham,E09000013,2020-07-24,5,776
Haringey,E09000014,2020-07-24,3,790
Harrow,E09000015,2020-07-24,1,1301
Havering,E09000016,2020-07-24,0,985
Hillingdon,E09000017,2020-07-24,4,1143
Hounslow,E09000018,2020-07-24,5,1106
Islington,E09000019,2020-07-24,3,578
Kensington and Chelsea,E09000020,2020-07-24,4,580
Kingston upon Thames,E09000021,2020-07-24,0,750
Lambeth,E09000022,2020-07-24,3,1397
Lewisham,E09000023,2020-07-24,5,1232
Merton,E09000024,2020-07-24,1,958
Newham,E09000025,2020-07-24,1,1315
Redbridge,E09000026,2020-07-24,2,1149
Richmond upon Thames,E09000027,2020-07-24,1,548
Southwark,E09000028,2020-07-24,1,1477
Sutton,E09000029,2020-07-24,1,1024
Tower Hamlets,E09000030,2020-07-24,7,864
Waltham Forest,E09000031,2020-07-24,1,1046
Wandsworth,E09000032,2020-07-24,6,1198
Westminster,E09000033,2020-07-24,4,811
Barking and Dagenham,E09000002,2020-07-25,1,732
Barnet,E09000003,2020-07-25,5,1654
Bexley,E09000004,2020-07-25,4,1097
Brent,E09000005,2020-07-25,2,1782
Bromley,E09000006,2020-07-25,1,1530
Camden,E09000007,2020-07-25,3,714
Croydon,E09000008,2020-07-25,2,1877
Ealing,E09000009,2020-07-25,1,1600
Enfield,E09000010,2020-07-25,0,1210
Greenwich,E09000011,2020-07-25,3,979
Hackney and City of London,E09000012,2020-07-25,2,923
Hammersmith and Fulham,E09000013,2020-07-25,1,777
Haringey,E09000014,2020-07-25,0,790
Harrow,E09000015,2020-07-25,1,1302
Havering,E09000016,2020-07-25,1,986
Hillingdon,E09000017,2020-07-25,0,1143
Hounslow,E09000018,2020-07-25,0,1106
Islington,E09000019,2020-07-25,1,579
Kensington and Chelsea,E09000020,2020-07-25,1,581
Kingston upon Thames,E09000021,2020-07-25,1,751
Lambeth,E09000022,2020-07-25,2,1399
Lewisham,E09000023,2020-07-25,5,1237
Merton,E09000024,2020-07-25,0,958
Newham,E09000025,2020-07-25,6,1321
Redbridge,E09000026,2020-07-25,2,1151
Richmond upon Thames,E09000027,2020-07-25,1,549
Southwark,E09000028,2020-07-25,2,1479
Sutton,E09000029,2020-07-25,3,1027
Tower Hamlets,E09000030,2020-07-25,1,865
Waltham Forest,E09000031,2020-07-25,2,1048
Wandsworth,E09000032,2020-07-25,1,1199
Westminster,E09000033,2020-07-25,1,812
Barking and Dagenham,E09000002,2020-07-26,7,739
Barnet,E09000003,2020-07-26,0,1654
Bexley,E09000004,2020-07-26,0,1097
Brent,E09000005,2020-07-26,3,1785
Bromley,E09000006,2020-07-26,0,1530
Camden,E09000007,2020-07-26,3,717
Croydon,E09000008,2020-07-26,2,1879
Ealing,E09000009,2020-07-26,1,1601
Enfield,E09000010,2020-07-26,2,1212
Greenwich,E09000011,2020-07-26,4,983
Hackney and City of London,E09000012,2020-07-26,13,936
Hammersmith and Fulham,E09000013,2020-07-26,2,779
Haringey,E09000014,2020-07-26,3,793
Harrow,E09000015,2020-07-26,2,1304
Havering,E09000016,2020-07-26,0,986
Hillingdon,E09000017,2020-07-26,1,1144
Hounslow,E09000018,2020-07-26,2,1108
Islington,E09000019,2020-07-26,2,581
Kensington and Chelsea,E09000020,2020-07-26,1,582
Kingston upon Thames,E09000021,2020-07-26,1,752
Lambeth,E09000022,2020-07-26,1,1400
Lewisham,E09000023,2020-07-26,0,1237
Merton,E09000024,2020-07-26,0,958
Newham,E09000025,2020-07-26,3,1324
Redbridge,E09000026,2020-07-26,4,1155
Richmond upon Thames,E09000027,2020-07-26,0,549
Southwark,E09000028,2020-07-26,4,1483
Sutton,E09000029,2020-07-26,0,1027
Tower Hamlets,E09000030,2020-07-26,0,865
Waltham Forest,E09000031,2020-07-26,1,1049
Wandsworth,E09000032,2020-07-26,1,1200
Westminster,E09000033,2020-07-26,2,814
Barking and Dagenham,E09000002,2020-07-27,3,742
Barnet,E09000003,2020-07-27,8,1662
Bexley,E09000004,2020-07-27,4,1101
Brent,E09000005,2020-07-27,8,1793
Bromley,E09000006,2020-07-27,2,1532
Camden,E09000007,2020-07-27,1,718
Croydon,E09000008,2020-07-27,4,1883
Ealing,E09000009,2020-07-27,4,1605
Enfield,E09000010,2020-07-27,1,1213
Greenwich,E09000011,2020-07-27,3,986
Hackney and City of London,E09000012,2020-07-27,9,945
Hammersmith and Fulham,E09000013,2020-07-27,3,782
Haringey,E09000014,2020-07-27,1,794
Harrow,E09000015,2020-07-27,5,1309
Havering,E09000016,2020-07-27,3,989
Hillingdon,E09000017,2020-07-27,1,1145
Hounslow,E09000018,2020-07-27,3,1111
Islington,E09000019,2020-07-27,2,583
Kensington and Chelsea,E09000020,2020-07-27,1,583
Kingston upon Thames,E09000021,2020-07-27,0,752
Lambeth,E09000022,2020-07-27,2,1402
Lewisham,E09000023,2020-07-27,4,1241
Merton,E09000024,2020-07-27,0,958
Newham,E09000025,2020-07-27,6,1330
Redbridge,E09000026,2020-07-27,1,1156
Richmond upon Thames,E09000027,2020-07-27,2,551
Southwark,E09000028,2020-07-27,3,1486
Sutton,E09000029,2020-07-27,2,1029
Tower Hamlets,E09000030,2020-07-27,4,869
Waltham Forest,E09000031,2020-07-27,1,1050
Wandsworth,E09000032,2020-07-27,5,1205
Westminster,E09000033,2020-07-27,4,818
Barking and Dagenham,E09000002,2020-07-28,6,748
Barnet,E09000003,2020-07-28,8,1670
Bexley,E09000004,2020-07-28,0,1101
Brent,E09000005,2020-07-28,3,1796
Bromley,E09000006,2020-07-28,1,1533
Camden,E09000007,2020-07-28,1,719
Croydon,E09000008,2020-07-28,2,1885
Ealing,E09000009,2020-07-28,5,1610
Enfield,E09000010,2020-07-28,4,1217
Greenwich,E09000011,2020-07-28,0,986
Hackney and City of London,E09000012,2020-07-28,9,954
Hammersmith and Fulham,E09000013,2020-07-28,0,782
Haringey,E09000014,2020-07-28,2,796
Harrow,E09000015,2020-07-28,5,1314
Havering,E09000016,2020-07-28,4,993
Hillingdon,E09000017,2020-07-28,6,1151
Hounslow,E09000018,2020-07-28,3,1114
Islington,E09000019,2020-07-28,2,585
Kensington and Chelsea,E09000020,2020-07-28,3,586
Kingston upon Thames,E09000021,2020-07-28,0,752
Lambeth,E09000022,2020-07-28,9,1411
Lewisham,E09000023,2020-07-28,1,1242
Merton,E09000024,2020-07-28,1,959
Newham,E09000025,2020-07-28,2,1332
Redbridge,E09000026,2020-07-28,4,1160
Richmond upon Thames,E09000027,2020-07-28,1,552
Southwark,E09000028,2020-07-28,4,1490
Sutton,E09000029,2020-07-28,2,1031
Tower Hamlets,E09000030,2020-07-28,5,874
Waltham Forest,E09000031,2020-07-28,2,1052
Wandsworth,E09000032,2020-07-28,4,1209
Westminster,E09000033,2020-07-28,1,819
Barking and Dagenham,E09000002,2020-07-29,9,757
Barnet,E09000003,2020-07-29,5,1675
Bexley,E09000004,2020-07-29,2,1103
Brent,E09000005,2020-07-29,3,1799
Bromley,E09000006,2020-07-29,3,1536
Camden,E09000007,2020-07-29,1,720
Croydon,E09000008,2020-07-29,3,1888
Ealing,E09000009,2020-07-29,3,1613
Enfield,E09000010,2020-07-29,3,1220
Greenwich,E09000011,2020-07-29,0,986
Hackney and City of London,E09000012,2020-07-29,15,969
Hammersmith and Fulham,E09000013,2020-07-29,1,783
Haringey,E09000014,2020-07-29,4,800
Harrow,E09000015,2020-07-29,2,1316
Havering,E09000016,2020-07-29,3,996
Hillingdon,E09000017,2020-07-29,1,1152
Hounslow,E09000018,2020-07-29,3,1117
Islington,E09000019,2020-07-29,1,586
Kensington and Chelsea,E09000020,2020-07-29,2,588
Kingston upon Thames,E09000021,2020-07-29,0,752
Lambeth,E09000022,2020-07-29,1,1412
Lewisham,E09000023,2020-07-29,4,1246
Merton,E09000024,2020-07-29,2,961
Newham,E09000025,2020-07-29,5,1337
Redbridge,E09000026,2020-07-29,3,1163
Richmond upon Thames,E09000027,2020-07-29,2,554
Southwark,E09000028,2020-07-29,3,1493
Sutton,E09000029,2020-07-29,1,1032
Tower Hamlets,E09000030,2020-07-29,5,879
Waltham Forest,E09000031,2020-07-29,0,1052
Wandsworth,E09000032,2020-07-29,2,1211
Westminster,E09000033,2020-07-29,7,826
Barking and Dagenham,E09000002,2020-07-30,4,761
Barnet,E09000003,2020-07-30,9,1684
Bexley,E09000004,2020-07-30,1,1104
Brent,E09000005,2020-07-30,4,1803
Bromley,E09000006,2020-07-30,2,1538
Camden,E09000007,2020-07-30,1,721
Croydon,E09000008,2020-07-30,2,1890
Ealing,E09000009,2020-07-30,2,1615
Enfield,E09000010,2020-07-30,7,1227
Greenwich,E09000011,2020-07-30,6,992
Hackney and City of London,E09000012,2020-07-30,9,978
Hammersmith and Fulham,E09000013,2020-07-30,3,786
Haringey,E09000014,2020-07-30,3,803
Harrow,E09000015,2020-07-30,2,1318
Havering,E09000016,2020-07-30,5,1001
Hillingdon,E09000017,2020-07-30,3,1155
Hounslow,E09000018,2020-07-30,1,1118
Islington,E09000019,2020-07-30,1,587
Kensington and Chelsea,E09000020,2020-07-30,0,588
Kingston upon Thames,E09000021,2020-07-30,2,754
Lambeth,E09000022,2020-07-30,8,1420
Lewisham,E09000023,2020-07-30,3,1249
Merton,E09000024,2020-07-30,1,962
Newham,E09000025,2020-07-30,0,1337
Redbridge,E09000026,2020-07-30,5,1168
Richmond upon Thames,E09000027,2020-07-30,2,556
Southwark,E09000028,2020-07-30,1,1494
Sutton,E09000029,2020-07-30,0,1032
Tower Hamlets,E09000030,2020-07-30,3,882
Waltham Forest,E09000031,2020-07-30,2,1054
Wandsworth,E09000032,2020-07-30,7,1218
Westminster,E09000033,2020-07-30,3,829
Barking and Dagenham,E09000002,2020-07-31,1,762
Barnet,E09000003,2020-07-31,3,1687
Bexley,E09000004,2020-07-31,1,1105
Brent,E09000005,2020-07-31,3,1806
Bromley,E09000006,2020-07-31,2,1540
Camden,E09000007,2020-07-31,2,723
Croydon,E09000008,2020-07-31,0,1890
Ealing,E09000009,2020-07-31,3,1618
Enfield,E09000010,2020-07-31,2,1229
Greenwich,E09000011,2020-07-31,1,993
Hackney and City of London,E09000012,2020-07-31,4,982
Hammersmith and Fulham,E09000013,2020-07-31,4,790
Haringey,E09000014,2020-07-31,1,804
Harrow,E09000015,2020-07-31,3,1321
Havering,E09000016,2020-07-31,2,1003
Hillingdon,E09000017,2020-07-31,1,1156
Hounslow,E09000018,2020-07-31,6,1124
Islington,E09000019,2020-07-31,2,589
Kensington and Chelsea,E09000020,2020-07-31,3,591
Kingston upon Thames,E09000021,2020-07-31,0,754
Lambeth,E09000022,2020-07-31,3,1423
Lewisham,E09000023,2020-07-31,3,1252
Merton,E09000024,2020-07-31,4,966
Newham,E09000025,2020-07-31,1,1338
Redbridge,E09000026,2020-07-31,3,1171
Richmond upon Thames,E09000027,2020-07-31,1,557
Southwark,E09000028,2020-07-31,0,1494
Sutton,E09000029,2020-07-31,2,1034
Tower Hamlets,E09000030,2020-07-31,3,885
Waltham Forest,E09000031,2020-07-31,1,1055
Wandsworth,E09000032,2020-07-31,5,1223
Westminster,E09000033,2020-07-31,3,832
Barking and Dagenham,E09000002,2020-08-01,2,764
Barnet,E09000003,2020-08-01,4,1691
Bexley,E09000004,2020-08-01,0,1105
Brent,E09000005,2020-08-01,1,1807
Bromley,E09000006,2020-08-01,0,1540
Camden,E09000007,2020-08-01,1,724
Croydon,E09000008,2020-08-01,0,1890
Ealing,E09000009,2020-08-01,5,1623
Enfield,E09000010,2020-08-01,2,1231
Greenwich,E09000011,2020-08-01,1,994
Hackney and City of London,E09000012,2020-08-01,1,983
Hammersmith and Fulham,E09000013,2020-08-01,4,794
Haringey,E09000014,2020-08-01,4,808
Harrow,E09000015,2020-08-01,1,1322
Havering,E09000016,2020-08-01,3,1006
Hillingdon,E09000017,2020-08-01,3,1159
Hounslow,E09000018,2020-08-01,4,1128
Islington,E09000019,2020-08-01,2,591
Kensington and Chelsea,E09000020,2020-08-01,1,592
Kingston upon Thames,E09000021,2020-08-01,1,755
Lambeth,E09000022,2020-08-01,0,1423
Lewisham,E09000023,2020-08-01,1,1253
Merton,E09000024,2020-08-01,0,966
Newham,E09000025,2020-08-01,3,1341
Redbridge,E09000026,2020-08-01,1,1172
Richmond upon Thames,E09000027,2020-08-01,1,558
Southwark,E09000028,2020-08-01,2,1496
Sutton,E09000029,2020-08-01,0,1034
Tower Hamlets,E09000030,2020-08-01,6,891
Waltham Forest,E09000031,2020-08-01,1,1056
Wandsworth,E09000032,2020-08-01,2,1225
Westminster,E09000033,2020-08-01,1,833
Barking and Dagenham,E09000002,2020-08-02,2,766
Barnet,E09000003,2020-08-02,7,1698
Bexley,E09000004,2020-08-02,0,1105
Brent,E09000005,2020-08-02,1,1808
Bromley,E09000006,2020-08-02,1,1541
Camden,E09000007,2020-08-02,0,724
Croydon,E09000008,2020-08-02,0,1890
Ealing,E09000009,2020-08-02,7,1630
Enfield,E09000010,2020-08-02,3,1234
Greenwich,E09000011,2020-08-02,2,996
Hackney and City of London,E09000012,2020-08-02,6,989
Hammersmith and Fulham,E09000013,2020-08-02,0,794
Haringey,E09000014,2020-08-02,2,810
Harrow,E09000015,2020-08-02,2,1324
Havering,E09000016,2020-08-02,1,1007
Hillingdon,E09000017,2020-08-02,1,1160
Hounslow,E09000018,2020-08-02,9,1137
Islington,E09000019,2020-08-02,0,591
Kensington and Chelsea,E09000020,2020-08-02,1,593
Kingston upon Thames,E09000021,2020-08-02,0,755
Lambeth,E09000022,2020-08-02,11,1434
Lewisham,E09000023,2020-08-02,0,1253
Merton,E09000024,2020-08-02,2,968
Newham,E09000025,2020-08-02,1,1342
Redbridge,E09000026,2020-08-02,6,1178
Richmond upon Thames,E09000027,2020-08-02,0,558
Southwark,E09000028,2020-08-02,2,1498
Sutton,E09000029,2020-08-02,0,1034
Tower Hamlets,E09000030,2020-08-02,1,892
Waltham Forest,E09000031,2020-08-02,1,1057
Wandsworth,E09000032,2020-08-02,4,1229
Westminster,E09000033,2020-08-02,3,836
Barking and Dagenham,E09000002,2020-08-03,1,767
Barnet,E09000003,2020-08-03,2,1700
Bexley,E09000004,2020-08-03,0,1105
Brent,E09000005,2020-08-03,0,1808
Bromley,E09000006,2020-08-03,1,1542
Camden,E09000007,2020-08-03,1,725
Croydon,E09000008,2020-08-03,4,1894
Ealing,E09000009,2020-08-03,7,1637
Enfield,E09000010,2020-08-03,3,1237
Greenwich,E09000011,2020-08-03,1,997
Hackney and City of London,E09000012,2020-08-03,6,995
Hammersmith and Fulham,E09000013,2020-08-03,1,795
Haringey,E09000014,2020-08-03,2,812
Harrow,E09000015,2020-08-03,0,1324
Havering,E09000016,2020-08-03,4,1011
Hillingdon,E09000017,2020-08-03,3,1163
Hounslow,E09000018,2020-08-03,10,1147
Islington,E09000019,2020-08-03,2,593
Kensington and Chelsea,E09000020,2020-08-03,1,594
Kingston upon Thames,E09000021,2020-08-03,2,757
Lambeth,E09000022,2020-08-03,11,1445
Lewisham,E09000023,2020-08-03,1,1254
Merton,E09000024,2020-08-03,2,970
Newham,E09000025,2020-08-03,1,1343
Redbridge,E09000026,2020-08-03,1,1179
Richmond upon Thames,E09000027,2020-08-03,1,559
Southwark,E09000028,2020-08-03,0,1498
Sutton,E09000029,2020-08-03,2,1036
Tower Hamlets,E09000030,2020-08-03,1,893
Waltham Forest,E09000031,2020-08-03,4,1061
Wandsworth,E09000032,2020-08-03,9,1238
Westminster,E09000033,2020-08-03,3,839
Barking and Dagenham,E09000002,2020-08-04,2,769
Barnet,E09000003,2020-08-04,2,1702
Bexley,E09000004,2020-08-04,0,1105
Brent,E09000005,2020-08-04,1,1809
Bromley,E09000006,2020-08-04,2,1544
Camden,E09000007,2020-08-04,2,727
Croydon,E09000008,2020-08-04,3,1897
Ealing,E09000009,2020-08-04,3,1640
Enfield,E09000010,2020-08-04,2,1239
Greenwich,E09000011,2020-08-04,2,999
Hackney and City of London,E09000012,2020-08-04,13,1008
Hammersmith and Fulham,E09000013,2020-08-04,4,799
Haringey,E09000014,2020-08-04,0,812
Harrow,E09000015,2020-08-04,4,1328
Havering,E09000016,2020-08-04,6,1017
Hillingdon,E09000017,2020-08-04,4,1167
Hounslow,E09000018,2020-08-04,5,1152
Islington,E09000019,2020-08-04,2,595
Kensington and Chelsea,E09000020,2020-08-04,2,596
Kingston upon Thames,E09000021,2020-08-04,2,759
Lambeth,E09000022,2020-08-04,3,1448
Lewisham,E09000023,2020-08-04,1,1255
Merton,E09000024,2020-08-04,3,973
Newham,E09000025,2020-08-04,8,1351
Redbridge,E09000026,2020-08-04,5,1184
Richmond upon Thames,E09000027,2020-08-04,2,561
Southwark,E09000028,2020-08-04,4,1502
Sutton,E09000029,2020-08-04,2,1038
Tower Hamlets,E09000030,2020-08-04,3,896
Waltham Forest,E09000031,2020-08-04,3,1064
Wandsworth,E09000032,2020-08-04,5,1243
Westminster,E09000033,2020-08-04,4,843
Barking and Dagenham,E09000002,2020-08-05,6,775
Barnet,E09000003,2020-08-05,4,1706
Bexley,E09000004,2020-08-05,3,1108
Brent,E09000005,2020-08-05,4,1813
Bromley,E09000006,2020-08-05,6,1550
Camden,E09000007,2020-08-05,3,730
Croydon,E09000008,2020-08-05,1,1898
Ealing,E09000009,2020-08-05,10,1650
Enfield,E09000010,2020-08-05,2,1241
Greenwich,E09000011,2020-08-05,5,1004
Hackney and City of London,E09000012,2020-08-05,5,1013
Hammersmith and Fulham,E09000013,2020-08-05,4,803
Haringey,E09000014,2020-08-05,2,814
Harrow,E09000015,2020-08-05,2,1330
Havering,E09000016,2020-08-05,1,1018
Hillingdon,E09000017,2020-08-05,5,1172
Hounslow,E09000018,2020-08-05,2,1154
Islington,E09000019,2020-08-05,2,597
Kensington and Chelsea,E09000020,2020-08-05,1,597
Kingston upon Thames,E09000021,2020-08-05,3,762
Lambeth,E09000022,2020-08-05,5,1453
Lewisham,E09000023,2020-08-05,4,1259
Merton,E09000024,2020-08-05,2,975
Newham,E09000025,2020-08-05,2,1353
Redbridge,E09000026,2020-08-05,3,1187
Richmond upon Thames,E09000027,2020-08-05,2,563
Southwark,E09000028,2020-08-05,2,1504
Sutton,E09000029,2020-08-05,0,1038
Tower Hamlets,E09000030,2020-08-05,3,899
Waltham Forest,E09000031,2020-08-05,4,1068
Wandsworth,E09000032,2020-08-05,9,1252
Westminster,E09000033,2020-08-05,7,850
Barking and Dagenham,E09000002,2020-08-06,1,776
Barnet,E09000003,2020-08-06,5,1711
Bexley,E09000004,2020-08-06,2,1110
Brent,E09000005,2020-08-06,5,1818
Bromley,E09000006,2020-08-06,1,1551
Camden,E09000007,2020-08-06,5,735
Croydon,E09000008,2020-08-06,0,1898
Ealing,E09000009,2020-08-06,3,1653
Enfield,E09000010,2020-08-06,4,1245
Greenwich,E09000011,2020-08-06,3,1007
Hackney and City of London,E09000012,2020-08-06,2,1015
Hammersmith and Fulham,E09000013,2020-08-06,2,805
Haringey,E09000014,2020-08-06,3,817
Harrow,E09000015,2020-08-06,2,1332
Havering,E09000016,2020-08-06,1,1019
Hillingdon,E09000017,2020-08-06,5,1177
Hounslow,E09000018,2020-08-06,8,1162
Islington,E09000019,2020-08-06,5,602
Kensington and Chelsea,E09000020,2020-08-06,2,599
Kingston upon Thames,E09000021,2020-08-06,1,763
Lambeth,E09000022,2020-08-06,3,1456
Lewisham,E09000023,2020-08-06,4,1263
Merton,E09000024,2020-08-06,0,975
Newham,E09000025,2020-08-06,11,1364
Redbridge,E09000026,2020-08-06,1,1188
Richmond upon Thames,E09000027,2020-08-06,2,565
Southwark,E09000028,2020-08-06,1,1505
Sutton,E09000029,2020-08-06,1,1039
Tower Hamlets,E09000030,2020-08-06,4,903
Waltham Forest,E09000031,2020-08-06,6,1074
Wandsworth,E09000032,2020-08-06,3,1255
Westminster,E09000033,2020-08-06,7,857
Barking and Dagenham,E09000002,2020-08-07,1,777
Barnet,E09000003,2020-08-07,9,1720
Bexley,E09000004,2020-08-07,2,1112
Brent,E09000005,2020-08-07,5,1823
Bromley,E09000006,2020-08-07,5,1556
Camden,E09000007,2020-08-07,1,736
Croydon,E09000008,2020-08-07,5,1903
Ealing,E09000009,2020-08-07,7,1660
Enfield,E09000010,2020-08-07,2,1247
Greenwich,E09000011,2020-08-07,0,1007
Hackney and City of London,E09000012,2020-08-07,6,1021
Hammersmith and Fulham,E09000013,2020-08-07,7,812
Haringey,E09000014,2020-08-07,4,821
